University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems? ,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,target
2019,Male,22,2019,BCSE,11th,No,Yes,2 hours,1 times,Offline,Yes,Yes,,Intermediate,100%,No,No,No,Programming,,UI/UX,Single,No,Family,No,2.56,No,3.64,143,98000,
2022,Male,20,2020,BCSE,5th,No,No,1 hour,1 times,Online,Yes,Yes,2 hours,Intermediate,78%,Yes,No,Yes,Networking,1 hour,Hardware,In a relationship,No,Family,No,1.81,No,2.84,71,98000,
2020,Male,24,2018,BCSE,8th,No,No,2 hours,4 times ,Offline,Yes,Yes,8 hours,Basic,98%,No,No,No,Networking,3 hours,Hardware,Single,No,Family,Yes,2.53,No,3.36,76,100000,
2019,Female,23,2019,BCSE,5th ,No,No,2 hours,1 times,Offline,Yes,Yes,7 hours,Basic,90%,Yes,No,Yes,Networking,2 hours,Hardware,Single,Yes,Bachelor,No,2.54,No,3.57,84,100000,
2019,Female,22,2019,BCSE,6th,No,No,4 hours ,2 times ,Offline,Yes,Yes,4 hours,Intermediate,80%,No,No,Yes,Programming,1 hour ,Software,Single,Yes,Family,No,2.45,No,3.5,16,100000,
2020,Female,21,2020,BCSE,8th,Yes,Yes,8 hours,3 times,Offline,Yes,Yes,2 hours,Advance,100%,No,No,No,Networking,4 hours,UI/UX,Single,No,Family,No,2.91,No,4,97,100000,
2022,Male,20,2021,BCSE,6th,No,No,1 hour,2 times,Offline,Yes,Yes,2 hours,Intermediate,54%,No,No,Yes,Networking,4 hours,Hardware,Married,Yes,Family,No,2.67,No,3.77,78,100000,
2019,Female,22,2018,BCSE,11th,No,No,5 hours,3 times,Offline,Yes,Yes,8 hours,Intermediate,77%,No,No,Yes,Machine Learning,2 hours,Software,Single,No,Bachelor,No,2.33,No,3.88,144,110000,
2021,Male,24,2019,BCSE,10th,No,No,1 hour,2 times,Online,Yes,Yes,3 hours,Basic,100%,Yes,No,No,Networking,4 hours,Hardware,Married,Yes,Family,No,2.87,No,3.91,140,110000,
2020,Female,20,2020,BCSE,10th,No,No,4 hours,2 times,Online,Yes,No,9 hours,Advance,100%,No,No,No,Artificial Intelligence,4 hours,Hardware,In a relationship,Yes,Bachelor,No,2.09,No,3.23,119,110000,
2020,Female,25,2018,BCSE,9th,No,No,3 hours,3 times,Online,Yes,Yes,3 hours,Intermediate,77%,Yes,No,Yes,Networking,2 hours,Hardware,Married,Yes,Family,No,1.67,No,2.73,124,112000,
2022,Female,20,2021,BCSE,5th,No,No,1 hour,1 times,Online,Yes,Yes,10 hours,Intermediate,45%,Yes,No,No,Cyber security,1 hour,Data Science,In a relationship,Yes,Family,No,1.15,No,2.39,75,112000,
2022,Female,21,2021,BCSE,5th,No,No,2 hours,2 times,Offline,Yes,Yes,3 hours,Advance,100%,Yes,No,Yes,Web development skill(Frontend),4 hours,Software,Married,No,Family,No,2.56,No,3.64,68,113000,
2021,Male,20,2020,BCSE,7th,No,No,3 hours,2 times,Offline,Yes,No,3 hours,Basic,100%,No,No,No,Programming,3 hours,Software,Single,No,Bachelor,No,1.99,No,2.94,88,120000,
2023,Female,19,2021,BCSE,2nd,Yes,No,6 hours,4 times,Offline,Yes,Yes,4 hours,Intermediate,100%,No,Yes,No,Cyber security,3 hours,Data Science,Single,Yes,Bachelor,No,2.78,No,3.8,29,120000,
2020,Male,,2019,BCSE,10th,No,No,3 hours,2 times,Offline,Yes,Yes,7 hours,Intermediate,100%,No,No,No,Cyber security,1 hour,Hardware,In a relationship,Yes,Bachelor,No,2.21,No,3.3,137,122000,
2020,Male,20,2020,BCSE,11th,No,No,3 hours,3 times,Offline,Yes,Yes,3 hours,Advance,100%,No,No,No,Artificial Intelligence,1 hour,Data Science,In a relationship,No,Bachelor,No,1.46,No,2.51,143,122000,
2020,Male,20,2020,BCSE,10th,Yes,No,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,64%,Yes,No,No,Networking,4 hours,Hardware,Single,No,Bachelor,Yes,2.67,No,3.78,136,127000,
2020,Male,21,2018,BCSE,9th,No,No,5 hours,3 times,Online,Yes,No,7 hours,Intermediate,100%,No,No,Yes,Networking,2 hours,Hardware,Single,No,Bachelor,No,2.32,No,3.78,123,130000,
2022,Female,21,2020,BCSE,4th,No,No,4 hours,2 times,Offline,Yes,Yes,7 hours,Intermediate,79%,No,No,No,Artificial Intelligence,3 hours,Hardware,Married,Yes,Family,No,2.22,No,3.41,59,133000,
2022,Female,20,2020,BCSE,3rd,No,No,4 hours,2 times,Offline,Yes,Yes,7 hours,Intermediate,80%,No,No,Yes,Programming,1 hour,UI/UX,Single,No,Bachelor,No,1.88,No,2.97,29,140000,
2020,Male,20,2020,BCSE,10th,No,No,2 hours,1 times,Online,Yes,Yes,3 hours,Basic,73%,Yes,No,No,Networking,,Hardware,Married,No,Bachelor,No,1.45,No,2.52,135,140000,
2020,Male,25,2018,BCSE,9th,No,No,3 hours,1 times,Offline,Yes,Yes,2 hours,Advance,87%,Yes,No,No,Networking,4 hours,Hardware,Single,Yes,Family,No,1.54,No,2.62,121,144000,
2021,Male,20,2020,BCSE,8th,No,No,3 hours,3 times,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,Yes,Networking,1 hour,Hardware,Single,Yes,Family,No,2.78,No,3.86,89,145000,
2019,Male,21,2018,BCSE,11th,No,No,2 hours,2 times,Offline,Yes,Yes,3 hours,Intermediate,80%,No,No,No,Programming,4 hours,UI/UX,Single,No,Bachelor,No,2.1,No,3.41,139,150000,
2020,Male,24,2019,BCSE,11th,No,No,2 hours,3 times,Offline,Yes,No,2 hours,Advance,100%,Yes,No,Yes,Networking,1 hour,Hardware,Single,No,Family,No,2.57,No,3.63,144,150000,
2022,Female,19,2021,BCSE,4th,No,No,5 hours,2 times,Offline,Yes,Yes,4 hours,Intermediate,100%,No,No,No,Artificial Intelligence,1 hours,Software,In a relationship,Yes,Family,No,2.44,No,3.59,68,155000,
2019,Male,23,2019,BCSE,10th,No,No,3 hours,1 times,Online,Yes,Yes,2 hours,Basic,78%,Yes,Yes,No,Networking,1 hour,Hardware,Married,No,Family,No,1.67,No,2.77,139,160000,
2021,Female,21,2020,BCSE,6th,No,No,3 hours,3 times,Online,Yes,Yes,5 hours,Advance,100%,No,No,No,Artificial Intelligence,1 hour,Hardware,In a relationship,Yes,Bachelor,No,1.55,No,2.61,92,165000,
2021,Female,20,2020,BCSE,9th,No,No,2 hours,1 times,Offline,Yes,Yes,2 hours,Intermediate,100%,Yes,No,No,Cyber security,1 hour,Data Science,Single,Yes,Family,Yes,2.34,No,3.42,103,165000,
2021,Male,20,2020,BCSE,7th,No,No,2 hours,1 times,Offline,Yes,Yes,6 hours,Basic,80%,Yes,No,No,Web development skill(Backend),2 hours,Hardware,Single,Yes,Family,No,1.54,No,2.95,90,169000,
2020,Male,21,2020,BCSE,5th,No,No,4 hours,3 times,Offline,Yes,Yes,5 hours,Basic,70%,No,No,Yes,Web development skill(Backend),2 hours,Software,In a relationship,No,Family,No,2,No,3.03,71,170000,
2020,Female,21,2018,BCSE,9th,No,No,2 hours,1 times,Online,Yes,Yes,10 hours,Intermediate,50%,Yes,No,Yes,Cyber security,2 hours,Hardware,In a relationship,No,Family,No,1.35,No,2.66,105,200000,
2020,Female,20,2019,BCSE,7th,No,No,6 hours,5 times,Offline,Yes,Yes,3 hours,Basic,100%,No,No,Yes,Programming,4 hours,Software,Single,No,Family,No,2.64,Yes,3.34,70,200000,
2020,Female,22,2019,BCSE,9th,No,No,3 hours ,4 times,Offline,Yes,Yes,8 hours ,Intermediate,50%,Yes,No,No,Cyber security,1 hour,UI/UX,In a relationship,No,Bachelor,No,1.7,No,3,95,200000,
2020,Female,22,2019,BCSE,10th,No,No,3 hours,2 times,Online,Yes,Yes,7 hour,Intermediate,88%,No,No,No,Web development skill(Frontend),5 hours,Networking,In a relationship,No,Family,No,2.9,No,3.93,125,200000,
2020,Female,21,2020,BCSE,10th,No,No,5 hours,2 times,Offline,Yes,Yes,6 hours,Advance,80%,No,No,Yes,Programming,3 hours,UI/UX,Single,No,Bachelor,No,1.9,No,3.1,99,200000,
2020,Male,22,2019,BCSE,10th,No,No,3 hours,2 times,Offline,Yes,Yes,9 hours,Intermediate,75%,No,No,No,Cyber security,2 hours,Hardware,Single,No,Bachelor,No,2.01,No,3.08,126,250000,
2021,Female,20,2021,BCSE,7th,Yes,No,5 hours,4 times,Offline,Yes,Yes,2 hours,Advance,100%,No,No,Yes,Programming,4 hours,UI/UX,Single,No,Family,No,2.33,No,3.89,104,277000,
2020,Male,20,2020,BCSE,7th,Yes,Yes,6 hours ,2 times,Online,Yes,Yes,4 Hours ,Advance,70%,No,No,No,Programming,3 hours,Software,Single,No,Family,No,1.6,No,2.9,30,20000,
2020,Male,23,2019,BCSE,11th,Yes,Yes,4 hours,6 times,Online,Yes,Yes,3 hours,Intermediate,96%,No,No,No,Networking,3 hours,Data Science,Single,No,Family,No,2.67,No,3.4,140,30000,
2022,Male,21,2021,BCSE,5th,No,Yes,2 hours,1 times,Online,Yes,Yes,1 hours,Intermediate,95%,No,No,Yes,Web development skill(Backend),4 hours,Software,Single,Yes,Bachelor,No,1.05,No,2.8,18,"30,000",
2022,Female,21,2021,BCSE,6th,No,Yes,2 hours,2 times,Offline,Yes,No,3 hours,Advance,100%,Yes,No,Yes,Programming,2 hours,UI/UX,In a relationship,Yes,Bachelor,No,1.47,No,2.54,88,32000,
2022,Male,23,2020,BCSE,5th,No,Yes,7 hours,5 times,Offline,Yes,Yes,1 hour,Basic,100%,Yes,No,Yes,Programming,3 hour,Software,Single,Yes,Bachelor,No,1.58,Yes,1.42,14,35000,
2021,Male,23,2020,BCSE,5th,No,Yes,6 hours ,5 times,Offline,Yes,Yes,4 hours,Basic,90%,No,No,No,Web development skill(Backend),5 hours,Software,Single,Yes,Bachelor,No,2.45,No,2.39,40,35000,
2021,Male,19,2021,BCSE,8th,No,Yes,3 hours,3 times,Online,Yes,Yes,2 hours,Advance,89%,No,No,No,Cyber security,4 hours,Data Science,Single,No,Family,No,1.87,No,2.8,136,35000,
2020,Male,21,2019,BCSE,9th,No,Yes,3 hours,2 times,Online,Yes,Yes,8 hours,Intermediate,70%,No,No,No,Programming,1 hour,Software,Single,No,Family,No,2.33,No,3.47,128,37000,
2020,Male,24,2019,BCSE,11th,No,Yes,1 hour,3 times,Offline,Yes,Yes,2 hours,Advance,100%,Yes,No,No,Cyber security,2 hours,Data Science,In a relationship,No,Bachelor,No,2.9,No,3.92,144,37000,
2021,Female,19,2021,BCSE,6th,No,Yes,3 hours,1 times,Offline,Yes,Yes,5 hours,Advance,60%,Yes,No,No,Cyber security,3 hours,Data Science,Single,No,Bachelor,No,1.78,No,2.63,97,37000,
2020,Female,21,2019,BCSE,11th,No,Yes,4 hours,2 times,Offline,Yes,Yes,7 hours,Advance,100%,No,No,No,Cyber security,2 hours,Software,Single,No,Family,No,2.77,No,3.91,139,38000,
2021,Female,22,2021,BCSE,7th,No,Yes,4 hours,2 times,Offline,Yes,Yes,5 hours,Advance,100%,No,No,No,Cyber security,2 hours,Hardware,In a relationship,No,Family,No,1.98,No,3.03,111,39000,
2020,Male,23,2018,BCSE,11th,No,Yes,5 hours,2 times,Online,Yes,Yes,11 hours,Basic,35%,No,No,Yes,Programming,2 hours,Software,In a relationship,Yes,Bachelor,No,1.43,No,2.65,107,40000,
2021,Male,20,2020,BCSE,9th,Yes,Yes,5 hours,4 times,Offline,Yes,Yes,3 hours,Advance,100%,No,No,No,Cyber security,3 hours,Software,Single,No,Family,No,2.77,No,3.96,129,42000,
2020,Female,20,2020,BCSE,11th,Yes,Yes,2 hours,2 times,Online,Yes,Yes,3 hours,Advance,43%,Yes,No,No,Networking,4 hours,Hardware,Married,No,Family,No,2.81,No,3.9,144,43000,
2020,Female,21,2019,BCSE,11th,No,Yes,3 hours,1 times,Online,Yes,Yes,3 hours,Intermediate,70%,No,No,No,Programming,2 hours,Software,In a relationship,No,Bachelor,Yes,2.1,No,3.2,137,45000,
2020,Female,25,2019,BCSE,11th,No,Yes,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,67%,Yes,No,No,Machine Learning,4 hours,Data Science,In a relationship,Yes,Bachelor,No,1.87,No,2.92,144,45000,
2022,Female,22,2020,BCSE,5th,Yes,Yes,1 hour,2 times,Offline,Yes,Yes,7 hours,Intermediate,100%,No,No,Yes,Programming,1 hour,Software,Single,Yes,Family,Yes,2.58,No,3.74,39,45000,
2021,Female,22,2021,BCSE,6th,No,Yes,3 hours,1 times,Offline,Yes,Yes,7 hours,Intermediate,80%,Yes,No,Yes,Cyber security,2 hours,Hardware,In a relationship,No,Bachelor,No,1.77,No,2.82,109,45000,
2018,Male,24,2018,BCSE,11th,No,Yes,3 hours,1 times,Offline,Yes,Yes,7 hours,Intermediate,88%,Yes,No,Yes,Artificial Intelligence,3 hours,Hardware,Single,No,Family,No,2.16,No,3.33,143,46000,
2020,Female,23,2018,BCSE,11th ,Yes,Yes,1 hour,1 times,Offline,Yes,No,2 hours,Advance,100%,No,No,No,Programming,3 hours ,Hardware,Single,Yes,Family,Yes,2.53,No,3.81,132,50000,
2022,Male,23,2020,BCSE,8th,No,Yes,3 hours,4 times,Offline,Yes,Yes,3 hours,Advance,98%,No,No,Yes,Web development skill(Frontend),2 hours,Software,In a relationship,No,Family,No,2.75,No,3.64,18,50000,
2020,Female,20,2020,BCSE,9th,No,Yes,3 hours,2 times,Online,Yes,Yes,7 hours,Advance,70%,No,No,Yes,Web development skill(Backend),1 hour,UI/UX,Single,Yes,Family,No,2.01,No,3.15,131,50000,
2021,Female,20,2020,BCSE,9th,Yes,Yes,6 hours,3 times,Online,Yes,Yes,3 hours,Intermediate,76%,No,No,Yes,Artificial Intelligence,3 hours,Hardware,Single,Yes,Family,No,2.77,No,3.8,129,50000,
2019,Female,22,2018,BCSE,11th,No,Yes,3 hours,2 times,Online,Yes,Yes,11 hours,Intermediate,80%,No,No,No,Web development skill(Backend),2 hours,UI/UX,Single,No,Bachelor,No,2.04,No,3.16,143,51000,
2021,Male,20,2020,BCSE,7th,Yes,Yes,5  hours,3 times,Online,Yes,Yes,4 hours,Intermediate,55%,No,No,Yes,Cyber security,2 hours,Data Science,Single,No,Family,No,2.01,No,3.13,101,51000,
2021,Female,20,2020,BCSE,8th,No,Yes,3 hours,2 times,Online,Yes,Yes,3 hours,Basic,24%,No,No,Yes,Programming,4 hours,UI/UX,In a relationship,Yes,Bachelor,No,1.87,No,2.93,117,52000,
2020,Male,24,2019,BCSE,10th,Yes,Yes,6 hours,2 times,Offline,Yes,Yes,3 hours,Advance,100%,No,No,No,Cyber security,1 hour,Data Science,Married,Yes,Family,No,2.02,No,3.11,134,53000,
2021,Male,21,2021,BCSE,9th,No,Yes,4 hours,2 times,Offline,Yes,Yes,6 hours,Intermediate,70%,No,No,Yes,Programming,2 hours,UI/UX,In a relationship,Yes,Bachelor,No,1.98,No,2.97,105,53000,
2020,Male,21,2019,BCSE,9th,No,Yes,3 hours,2 times,Online,Yes,Yes,5 hours,Advance,100%,No,No,No,Cyber security,1 hour,Software,Single,Yes,Family,No,2.56,No,3.79,132,55000,
2019,Male,23,2019,BCSE,11th,No,Yes,3 hours,1 times,Online,Yes,Yes,2 hours,Intermediate,100%,Yes,No,No,Networking,1 hour,Hardware,Married,Yes,Family,No,1.54,No,2.66,143,55000,
2020,Male,23,2019,BCSE,11th,No,Yes,3 hours,3 times,Offline,Yes,Yes,1 hour,Intermediate,100%,No,No,No,Programming,1 hour,Software,Single,Yes,Bachelor,No,1.56,No,2.65,143,55000,
2022,Female,20,2020,BCSE,6th,No,Yes,3 hours,2 times,Offline,Yes,Yes,3 hours,Basic,30%,No,No,Yes,Networking,1 hour,Hardware,In a relationship,Yes,Family,No,1.88,No,2.98,77,55000,
2020,Male,22,2020,BCSE,10th,No,Yes,1 hour,2 times,Offline,Yes,No,2 hours,Intermediate,100%,No,No,No,Web development skill(Backend),2 hours,Data Science,Single,No,Bachelor,Yes,2.76,No,3.8,136,55000,
2022,Female,20,2021,BCSE,4th,No,Yes,3 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,85%,No,No,Yes,Programming,2 hours,Data Science,Single,Yes,Bachelor,No,1.56,No,2.97,67,55000,
2019,Female,21,2018,BCSE,10th,No,Yes,1 hour,1 times,Online,Yes,Yes,9 hours,Intermediate,57%,Yes,No,No,Cyber security,1 hour,Hardware,In a relationship,Yes,Bachelor,Yes,1.24,No,2.35,137,56000,
2020,Female,21,2019,BCSE,10th,No,Yes,5 hours,2 times,Online,Yes,Yes,4 hours,Advance,90%,No,No,Yes,Machine Learning,2 hours,Software,Single,Yes,Family,No,1.95,No,2.92,139,58000,
2021,Female,21,2021,BCSE,9th,No,Yes,1 hour,1 times,Offline,Yes,Yes,2 hours,Advance,50%,Yes,No,No,Cyber security,2 hours,Data Science,Married,Yes,Family,Yes,1.65,No,2.7,139,59000,
2018,Female,24,2016,BCSE,8th,No,Yes,3 hours,2 times,Online,Yes,Yes,8 hours,Intermediate,89%,Yes,No,No,Networking,1 hour,Data Science,Married,No,Family,No,1.11,No,2.35,95,60000,
2020,Female,24,2018,BCSE,9th,No,Yes,1 hour,2 times,Offline,Yes,Yes,8 hours,Intermediate,70%,No,No,No,Networking,2 hours,Hardware,Single,No,Bachelor,No,1.71,No,2.82,118,60000,
2020,Male,23,2019,BCSE,11th,Yes,Yes,4 hour,2 times,Online,Yes,Yes,5 hours,Intermediate,95%,Yes,No,Yes,Networking,5 hours,Data Science,In a relationship,Yes,Bachelor,No,1.33,No,2.99,104,60000,
2021,Female,20,2020,BCSE,9th,No,Yes,2 hours,1 times,Offline,Yes,No,3 hours,Intermediate,100%,Yes,No,Yes,Artificial Intelligence,2 hours,Data Science,In a relationship,Yes,Bachelor,No,2.56,No,3.63,106,60000,
2022,Male,22,2022,BCSE,3rd,Yes,Yes,4 hours,2 times,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,No,Web development skill(Frontend),2 hours,UI/UX,Single,No,Bachelor,No,2.81,No,3.97,51,60000,
2020,Female,21,2020,BCSE,10th,Yes,Yes,2 hours,1 times,Offline,Yes,Yes,1 hour,Advance,100%,No,No,No,Artificial Intelligence,1 hour,,In a relationship,No,Bachelor,No,2.73,No,3.81,135,61000,
2021,Female,19,2021,BCSE,6th,No,Yes,7 hours,3 times,Offline,Yes,Yes,3 hours,Intermediate,89%,No,No,No,Programming,1 hour,UI/UX,In a relationship,No,Family,No,1.88,No,2.9,132,64000,
2022,Male,23,2020,BCSE,5th,Yes,Yes,2 hours,3 times,Online,Yes,Yes,3 hours,Basic,90%,No,No,No,Networking,3 hours,Hardware,Single,Yes,Family,No,2.33,No,3.68,43,65000,
2019,Male,24,2018,BCSE,11th,No,Yes,3 hours,2 times,Online,Yes,Yes,5 hours,Intermediate,100%,No,No,Yes,Web development skill(Frontend),2 hours,Software,Single,No,Bachelor,Yes,2.22,No,3.45,132,66000,
2021,Male,20,2020,BCSE,9th,No,Yes,2 hours,1 times,Offline,Yes,Yes,3 hours,Advance,45%,No,No,No,Networking,2 hours,Hardware,Single,No,Bachelor,No,1.45,No,2.53,117,66000,
2022,Female,20,2021,BCSE,5th,No,Yes,4 hours,2 times,Online,Yes,Yes,3 hours,Intermediate,100%,No,No,No,Programming,1 hour,Software,Single,Yes,Bachelor,Yes,1.76,No,2.82,62,66000,
2022,Female,20,2021,BCSE,5th,Yes,Yes,5 hours,3 times,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,Yes,Web development skill(Backend),2 hours,Software,Single,Yes,Family,Yes,2.66,No,3.79,58,67000,
2020,Female,25,2019,BCSE,11th,No,Yes,2 hours,2 times,Offline,Yes,Yes,2 hours,Intermediate,43%,Yes,No,Yes,Networking,2 hours,Hardware,In a relationship,Yes,Bachelor,No,2.55,No,3.6,143,68000,
2020,Female,21,2020,BCSE,11th,No,Yes,4 hours,2 times,Offline,Yes,Yes,3 hours,Intermediate,87%,No,No,Yes,Networking,4 hours,Hardware,Married,No,Family,No,2.71,No,3.78,143,68000,
2022,Female,20,2021,BCSE,5th,No,Yes,3 hours,1 times,Offline,Yes,Yes,8 hours,Intermediate,88%,No,No,No,Web development skill(Frontend),3 hours,UI/UX,In a relationship,No,Bachelor,Yes,2.22,No,3.19,87,68000,
2021,Male,21,2021,BCSE,4th,No,Yes,1 hour,1 times,Online,Yes,Yes,7 hours,Intermediate,80%,Yes,Yes,No,Machine Learning,1 hour,Software,In a relationship,Yes,Bachelor,No,1.95,No,2.88,43,68000,
2021,Female,22,2018,BCSE,6th ,Yes,Yes,2hours,2 times,Online,Yes,Yes,1 hour,Intermediate,100%,No,No,Yes,Web development skill(Frontend),1hour,Data Science,Single,No,Family,No,2.77,No,3.56,56,70000,
2019,Male,21,2018,BCSE,8th,Yes,Yes,7 hours,2 times,Offline,Yes,Yes,2 hours,Advance,100%,No,No,No,Machine Learning,2 hours,Hardware,Single,Yes,Bachelor,No,2.75,No,3.93,125,70000,
2021,Female,21,2020,BCSE,6th,Yes,Yes,6 hours,5 times,Offline,Yes,Yes,6 hours,Intermediate,100%,No,No,Yes,Networking,6 hours,Software,Single,No,Bachelor,No,2.61,No,3.78,35,70000,
2020,Female,22,2020,BCSE,7th,No,Yes,6 hours,2 times,Online,Yes,Yes,4 hours,Advance,30%,Yes,No,Yes,Cyber security,1 hour,UI/UX,In a relationship,No,Family,No,1.35,No,2.65,105,70000,
2020,Male,20,2020,BCSE,10th,No,Yes,1 hour,3 times,Offline,Yes,Yes,2 hours,Advance,87%,Yes,No,No,Networking,1 hour,Hardware,In a relationship,No,Bachelor,No,2.44,No,3.56,135,70000,
2022,Female,20,2021,BCSE,6th,No,Yes,4 hours,3 times,Offline,Yes,Yes,2 hours,Advance,100%,No,No,Yes,Web development skill(Frontend),1 hour,Software,In a relationship,Yes,Bachelor,Yes,1.56,No,2.64,78,70000,
2022,Female,20,2021,BCSE,5th,No,Yes,3 hours,3 times,Offline,Yes,Yes,2 hours,Advance,100%,No,No,Yes,Networking,1 hour,Hardware,In a relationship,No,Bachelor,No,1.76,No,2.84,58,70000,
2022,Female,20,2020,BCSE,4th,No,Yes,5 hours,3 times,Offline,Yes,Yes,6 hours,Intermediate,70%,No,No,Yes,Web development skill(Frontend),2 hours,Software,In a relationship,Yes,Family,No,1.9,No,3.13,89,71000,
2021,Male,21,2020,BCSE,6th,No,Yes,4 hours,2 times,Offline,Yes,Yes,6 hours,Intermediate,100%,No,No,Yes,Programming,3 hours,UI/UX,Single,No,Family,No,1.99,No,3.05,79,71000,
2022,Female,21,2021,BCSE,7th,No,Yes,1 hour,2 times,Offline,Yes,Yes,2 hours,Intermediate,56%,Yes,No,No,Artificial Intelligence,2 hours,Data Science,In a relationship,No,Family,No,2.43,No,3.55,107,71000,
2019,Female,23,2019,BCSE,10th,No,Yes,5 hours,1 times,Offline,Yes,Yes,2 hours,Basic,91%,No,No,No,Programming,,Software,Single,No,Bachelor,Yes,1.67,No,2.74,137,74000,
2020,Female,20,2020,BCSE,11th,Yes,Yes,4 hours,1 times,Offline,Yes,Yes,2 hours,Intermediate,100%,Yes,No,No,Networking,1 hour,Hardware,Married,No,Family,No,2.78,No,3.83,143,74000,
2020,Male,22,2019,BCSE,9th,Yes,Yes,3 hours,4 times,Offline,Yes,Yes,6 hours,Advance,100%,No,No,No,Programming,3 hours,UI/UX,Single,No,Bachelor,Yes,1.81,No,2.95,137,75000,
2020,Male,20,2020,BCSE,11th,Yes,Yes,7 hours,4 times,Offline,Yes,Yes,2 hours,Advance,100%,No,No,No,Cyber security,3 hours,Data Science,Single,Yes,Family,No,2.91,No,3.97,139,75000,
2023,Male,19,2022,BCSE,2nd,No,Yes,3 hours,1 times,Online,Yes,Yes,5 hours,Basic,100%,No,No,No,Cyber security,1 hour,UI/UX,Single,No,Bachelor,No,2.65,No,3.57,27,75000,
2019,Male,24,2018,BCSE,11th,No,Yes,4 hours,2 times,Online,Yes,Yes,6 hours,Intermediate,77%,No,No,Yes,Cyber security,2 hours,Data Science,Single,No,Family,Yes,2.23,No,3.65,145,76000,
2020,Female,21,2019,BCSE,7th,No,Yes,3 hours,1 times,Online,Yes,Yes,6 hours,Basic,86%,No,No,No,Web development skill(Backend),3 hours,Software,Single,No,Family,Yes,2.13,No,3.28,98,77000,
2019,Male,23,2019,BCSE,11th,Yes,Yes,5 hours,3 times,Offline,Yes,Yes,5 hours,Intermediate,100%,No,No,Yes,Machine Learning,2 hours,Software,Single,Yes,Family,No,2.66,No,3.85,145,77000,
2020,Female,20,2020,BCSE,11th,No,Yes,3 hours,3 times,Online,Yes,No,3 hours,Intermediate,100%,No,No,Yes,Web development skill(Frontend),4 hours,Software,Single,Yes,Family,No,2.87,No,3.9,143,77000,
2022,Female,20,2021,BCSE,7th,No,Yes,2 hours,2 times,Online,Yes,Yes,3 hours,Intermediate,67%,No,No,Yes,Networking,3 hours,Hardware,In a relationship,Yes,Bachelor,Yes,2.65,No,3.75,95,77000,
2021,Female,22,2021,BCSE,10th,No,Yes,2 hours,3 times,Online,Yes,No,1 hour,Intermediate,100%,No,No,No,Web development skill(Backend),2 hours,Software,In a relationship,Yes,Family,No,1.38,No,2.51,134,77000,
2019,Male,25,2018,BCSE,11th,Yes,Yes,5 hours,3 times,Online,Yes,No,12 hours,Intermediate,100%,No,No,Yes,Machine Learning,2 hours,UI/UX,Married,No,Family,No,2.19,No,3.45,103,78000,
2020,Female,20,2019,BCSE,8th,No,Yes,3 hours,1 times,Offline,Yes,No,6 hours,Intermediate,80%,No,No,No,Web development skill(Backend),3 hours,Data Science,Single,No,Family,No,2.11,No,3.46,101,78000,
2020,Female,25,2019,BCSE,11th,No,Yes,1 hour,2 times,Offline,Yes,Yes,2 hours,Basic,67%,Yes,No,No,Machine Learning,4 hours,Data Science,Married,Yes,Family,No,1.78,No,2.8,143,78000,
2021,Female,19,2021,BCSE,7th,No,Yes,3 hours,2 times,Offline,Yes,Yes,5 hours,Intermediate,100%,No,No,No,Artificial Intelligence,2 hours,Hardware,Single,No,Bachelor,No,2.45,No,3.76,100,78000,
2021,Male,20,2020,BCSE,10th,No,Yes,2 hours,3 times,Offline,Yes,Yes,2 hours,Intermediate,100%,Yes,No,No,Networking,4 hours,Hardware,Single,Yes,Family,No,2.67,No,3.7,132,79000,
2021,Male,21,2021,BCSE,9th,Yes,Yes,3 hours,3 times,Online,Yes,Yes,2 hours,Basic,100%,Yes,No,Yes,Programming,2 hours,Data Science,In a relationship,Yes,Family,No,2.61,No,3.77,123,79000,
2020,Female,25,2018,BCSE,12th,Yes,Yes,6 hours,4 times,Online,Yes,Yes,6 hours,Intermediate,80%,No,No,Yes,Web development skill(Frontend),3 hours,Software,Married,No,Family,No,1.61,No,2.81,133,80000,
2020,Male,23,2019,BCSE,9th,No,Yes,1 hour,1 times,Offline,Yes,Yes,5 hours,Basic,100%,No,No,Yes,Networking,1 hour,Hardware,Married,No,Bachelor,No,2.89,No,3.89,102,80000,
